"seed","NodeNames","Structure","ATC","Distance","Jaccard","GO","KEGG","PCA","RWR"
"DB00145","DB09481",0.21,0,0.2791728,0.1714286,0.3206724,0.3947368,0.6416014,0.0130009885899643
"DB00145","DB00289",0.03,0,0.268107476635514,0.177777777777778,0.307699088521006,0.447368421052632,0.620524124798121,0.01267017431002
"DB00145","DB01174",0.02,0,0.2548372,0.1594203,0.2689689,0.5106383,0.6147949,0.0125554508535401
"DB00145","DB01043",0.04,0,0.256059,0.1754386,0.3045466,0.4102564,0.5960947,0.0124259057760203
"DB00145","DB00659",0.07,0,0.2797927,0.1578947,0.2851505,0.3947368,0.5770782,0.0122771953130708
"DB00145","DB04896",0.02,0,0.2688797,0.15,0.2907489,0.4210526,0.5755138,0.0119919902038552
"DB00145","DB13146",0.13,0,0.2681436,0.1428571,0.2560507,0.3658537,0.5454627,0.0115748332649938
"DB00145","DB00312",0.03,0,0.258719816021464,0.105263157894737,0.288297190471104,0.4,0.534021986116923,0.0114224825220442
"DB00145","DB11823",0.02,0,0.2757916,0.1578947,0.2668445,0.3846154,0.5470237,0.0113574096064974
"DB00145","DB00418",0.03,0,0.258010118043845,0.130434782608696,0.289537016855565,0.348837209302326,0.522055833798142,0.0112865691166539
"DB00145","DB00454",0.04,0,0.25927542557835,0.0925925925925926,0.223417891559912,0.461538461538462,0.522825869560192,0.0107399942987371
"DB00145","DB01221",0.02,0,0.2481203,0.07352941,0.2157385,0.5111111,0.5262184,0.0106226639022134
"DB00145","DB00915",0.05,0,0.2596154,0.0952381,0.2346036,0.3846154,0.4910321,0.0101882153315595
"DB00145","DB00333",0.02,0,0.256227758007117,0.0804597701149425,0.181623019556721,0.465116279069767,0.485757987958207,0.00977892848915419
"DB00145","DB00843",0.02,0,0.2614525,0.125,0.1931505,0.3809524,0.4753727,0.00961301198902182
"DB00145","DB00725",0.04,0,0.2444668,0.1025641,0.2448118,0.3611111,0.4829775,0.00898772704510205
"DB00146","DB00169",0.97,0.3666667,0.3034483,0.2142857,0.1797384,0.2,0.7925112,0.0163259117689187
"DB00146","DB00153",0.96,0.8,0.2659574,0.0625,0.1933006,0.02941176,0.7502084,0.0151561926556839
"DB00146","DB00910",0.74,0,0.2857143,0.2,0.2047441,0.4,0.7219109,0.0145577673018639
"DB00146","DB00304",0.49,0,0.3174603,0.2857143,0.3319846,0.1666667,0.6709181,0.014284916798029
"DB00146","DB01328",0.17,0,0.3333333,0.2,0.1918724,0.5,0.6415037,0.0135712944583611
"DB00146","DB06718",0.23,0.2,0.3333333,0.1666667,0.2400466,0.25,0.5953435,0.0131370638693669
"DB00146","DB00791",0.09,0,0.3333333,0.2,0.1918724,0.5,0.6219837,0.0130329591366225
"DB00146","DB09070",0.41,0,0.3333333,0.1666667,0.2400466,0.25,0.5692635,0.0128496558701555
"DB00146","DB09123",0.49,0,0.3333333,0.1666667,0.3028322,0.1666667,0.5810681,0.0126104028945167
"DB00146","DB00447",0.17,0,0.3333333,0.2,0.367284,0.1666667,0.563901,0.011986295480686
"DB00146","DB09371",0.41,0,0.3076923,0.1428571,0.3028322,0.1666667,0.5406067,0.0118122423280391
"DB00146","DB00294",0.44,0,0.3076923,0.125,0.3074023,0.1428571,0.5261497,0.0116430784961294
"DB00146","DB06811",0.09,0,0.3333333,0.2,0.367284,0.1666667,0.544381,0.0114151291685344
"DB00146","DB06713",0.42,0,0.3265306,0.1428571,0.2626172,0.1428571,0.5092449,0.0111668089324936
"DB00146","DB11619",0.49,0,0.2962963,0.1111111,0.2777778,0.125,0.4987044,0.0109986270471528
"DB00146","DB08905",0.41,0,0.3018868,0.1428571,0.3096058,0.1666667,0.5434637,0.0109626549723631
"DB00146","DB04573",0.21,0,0.3076923,0.125,0.2920719,0.2,0.4924306,0.0105880324590665
"DB00150","DB02959",0.85,0.8,0.2777778,0.1,0.1505464,0,0.7070506,0.0636122349291363
"DB00150","DB01153",0.25,0,0.3461538,0.1,0.476801,0.25,0.6370046,0.0574438394297003
"DB00150","DB04821",0.2,0.8,0.2857143,0.04,0.1293678,0.06666667,0.536322,0.0491557011719633
"DB00150","DB04820",0.21,0.6,0.3061224,0.06666667,0.1179611,0.0625,0.4809582,0.0435193220151422
"DB00152","DB00887",0.23,0,0.2612827,0.1290323,0.1507302,1,0.8481296,0.0166149289975688
"DB00152","DB03255",0.03,0,0.2631579,0.2307692,0.4421543,0.5,0.7653253,0.01463938610789
"DB00152","DB01194",0.26,0,0.2512563,0.125,0.269494,0.5,0.6451082,0.014320930919969
"DB00152","DB08329",0.19,0,0.2556818,0.1428571,0.2635417,0.5,0.6366848,0.0138188374865843
"DB00152","DB01144",0.16,0,0.2512563,0.1153846,0.2635417,0.5,0.6109382,0.0137519531174285
"DB00152","DB06824",0.01,0.2,0.2173913,0,0.1387978,1,0.7652712,0.0131946695405198
"DB00152","DB00259",0.08,0,0.25,0.125,0.2051309,0.5,0.5611768,0.0123666115394172
"DB00152","DB00524",0.28,0,0.2546296,0.1176471,0.1508547,0.5,0.5728713,0.0121670527007744
"DB00152","DB06795",0.1,0,0.2616279,0.1363636,0.1651515,0.5,0.5512372,0.0120227194034268
"DB00152","DB09472",0.01,0.2,0.2727273,0.2857143,0.4891775,0.1,0.673445,0.0117868092808771
