"DrugBankID","ENTREZID","Symbol"
"DB01268",6733,"SRPK2"
"DB01268",1455,"CSNK1G2"
"DB01268",4293,"MAP3K9"
"DB01268",8788,"DLK1"
"DB01268",1020,"CDK5"
"DB01268",5127,"CDK16"
"DB01268",5128,"CDK17"
"DB01268",5604,"MAP2K1"
"DB01268",5588,"PRKCQ"
"DB01268",5747,"PTK2"
"DB01268",695,"BTK"
"DB01268",7301,"TYRO3"
"DB01268",5129,"CDK18"
"DB01268",10188,"TNK2"
"DB01268",780,"DDR1"
"DB01268",3702,"ITK"
"DB01268",3757,"KCNH2"
"DB01268",5871,"MAP4K2"
"DB01268",7786,"MAP3K12"
"DB01268",10461,"MERTK"
"DB01268",6789,"STK4"
"DB01268",5562,"PRKAA1"
"DB01268",5607,"MAP2K5"
"DB01268",5598,"MAPK7"
"DB01268",6788,"STK3"
"DB01268",6093,"ROCK1"
"DB01268",8711,"TNK1"
"DB01268",8899,"PRPF4B"
"DB01268",8737,"RIPK1"
"DB01268",816,"CAMK2B"
"DB01268",817,"CAMK2D"
"DB01268",1859,"DYRK1A"
"DB01268",659,"BMPR2"
"DB01268",5753,"PTK6"
"DB01268",8536,"CAMK1"
"DB01268",9641,"IKBKE"
"DB01268",2185,"PTK2B"
"DB01268",9833,"MELK"
"DB01268",5587,"PRKD1"
"DB01268",11329,"STK38"
"DB01268",6196,"RPS6KA2"
"DB01268",6195,"RPS6KA1"
"DB01268",4638,"MYLK"
"DB01268",6794,"STK11"
"DB01268",6011,"GRK1"
"DB01268",4916,"NTRK3"
"DB01268",5585,"PKN1"
"DB01268",5586,"PKN2"
"DB01268",814,"CAMK4"
"DB01268",4296,"MAP3K11"
"DB01268",4915,"NTRK2"
"DB01268",5260,"PHKG1"
"DB01268",4921,"DDR2"
"DB01268",22848,"AAK1"
"DB01268",91807,"MYLK3"
"DB01268",388228,"SBK1"
"DB01268",80122,"MAP3K19"
"DB01268",120892,"LRRK2"
"DB01268",25989,"ULK3"
"DB01268",25778,"DSTYK"
"DB01268",389840,"MAP3K15"
"DB01268",2011,"MARK2"
"DB01268",57551,"TAOK1"
"DB01268",11011,"TLK2"
"DB01268",415116,"PIM3"
"DB01268",340156,"MYLK4"
"DB01268",204851,"HIPK1"
"DB01268",57118,"CAMK1D"
"DB01268",8491,"MAP4K3"
"DB01268",9024,"BRSK2"
"DB01268",167359,"NIM1K"
"DB01268",9706,"ULK2"
"DB01268",50488,"MINK1"
"DB01268",166614,"DCLK2"
"DB01268",84254,"CAMKK1"
"DB01268",122011,"CSNK1A1L"
"DB01268",147746,"HIPK4"
"DB01268",53904,"MYO3A"
"DB01268",84446,"BRSK1"
"DB01268",140901,"STK35"
"DB01268",140609,"NEK7"
"DB01268",131890,"GRK7"
"DB01268",140469,"MYO3B"
"DB01268",8445,"DYRK2"
"DB01268",8999,"CDKL2"
"DB01268",11184,"MAP4K1"
"DB01268",23678,"SGK3"
"DB01268",9212,"AURKB"
"DB01268",57787,"MARK4"
"DB01268",57172,"CAMK1G"
"DB01268",10645,"CAMKK2"
"DB01268",6732,"SRPK1"
"DB01268",8394,"PIP5K1A"
"DB01268",4215,"MAP3K3"
"DB01268",83732,"RIOK1"
"DB01268",8569,"MKNK1"
"DB01268",55781,"RIOK2"
"DB01268",83942,"TSSK1B"
"DB01268",65975,"STK33"
"DB01268",25865,"PRKD2"
"DB01268",85443,"DCLK3"
"DB01268",81788,"NUAK2"
"DB01268",23235,"SIK2"
"DB01268",85366,"MYLK2"
"DB01268",9748,"SLK"
"DB01268",80351,"TNKS2"
"DB01268",51347,"TAOK3"
"DB01268",28996,"HIPK2"
"DB01268",10114,"HIPK3"
"DB01268",57396,"CLK4"
"DB01268",2872,"MKNK2"
"DB01268",56924,"PAK6"
"DB01268",54861,"SNRK"
"DB01268",26524,"LATS2"
"DB01268",55589,"BMP2K"
"DB01268",51135,"IRAK4"
"DB01268",10769,"PLK2"
"DB01268",4139,"MARK1"
"DB01268",11040,"PIM2"
"DB01268",57144,"PAK5"
"DB01268",51765,"STK26"
"DB01268",440275,"EIF2AK4"
"DB01268",9263,"STK17A"
"DB01268",27347,"STK39"
"DB01268",29110,"TBK1"
"DB01268",23604,"DAPK2"
"DB01268",27330,"RPS6KA6"
"DB01268",23043,"TNIK"
"DB01268",9874,"TLK1"
"DB01268",238,"ALK"
"DB01268",26576,"SRPK3"
"DB01268",22858,"CILK1"
"DB01268",6795,"AURKC"
"DB01268",815,"CAMK2A"
"DB01268",23012,"STK38L"
"DB01268",22983,"MAST1"
"DB01268",10746,"MAP3K2"
"DB01268",9149,"DYRK1B"
"DB01268",11183,"MAP4K5"
"DB01268",11213,"IRAK3"
"DB01268",8428,"STK24"
"DB01268",1456,"CSNK1G3"
"DB01268",4216,"MAP3K4"
"DB01268",5155,"PDGFB"
"DB01268",4846,"NOS3"
"DB01268",9970,"NR1I3"
"DB01268",56034,"PDGFC"
"DB01268",3596,"IL13"
"DB01268",7422,"VEGFA"
"DB01268",3576,"CXCL8"
"DB01268",1576,"CYP3A4"
"DB01268",3845,"KRAS"
"DB01268",80310,"PDGFD"
"DB01268",2130,"EWSR1"
"DB01268",8314,"BAP1"
"DB01268",9429,"ABCG2"
"DB01268",2263,"FGFR2"
"DB01268",5154,"PDGFA"
"DB01268",7428,"VHL"
"DB01268",1956,"EGFR"
"DB01268",5782,"PTPN12"
"DB01268",2064,"ERBB2"
"DB01268",55193,"PBRM1"
"DB01268",3162,"HMOX1"
"DB01268",5243,"ABCB1"
"DB01268",8242,"KDM5C"
"DB01268",1577,"CYP3A5"
"DB01268",7424,"VEGFC"
"DB01268",5787,"PTPRB"
"DB01268",8856,"NR1I2"
"DB01268",5447,"POR"
"DB01268",3566,"IL4R"
"DB01268",6584,"SLC22A5"
"DB01268",2051,"EPHB6"
"DB01268",3717,"JAK2"
"DB01268",23476,"BRD4"
"DB01268",2534,"FYN"
"DB01268",3055,"HCK"
"DB01268",2268,"FGR"
"DB01268",5261,"PHKG2"
"DB01268",1017,"CDK2"
"DB01268",2044,"EPHA5"
"DB01268",818,"CAMK2G"
"DB01268",2045,"EPHA7"
"DB01268",285220,"EPHA6"
"DB01254",658,"BMPR1B"
"DB01254",10494,"STK25"
"DB01254",6790,"AURKA"
"DB01254",2580,"GAK"
"DB01254",2051,"EPHB6"
"DB01254",9175,"MAP3K13"
"DB01254",6885,"MAP3K7"
"DB01254",8767,"RIPK2"
"DB01254",6793,"STK10"
"DB01254",9448,"MAP4K4"
"DB01254",25,"ABL1"
"DB01254",1956,"EGFR"
"DB01254",5894,"RAF1"
"DB01254",2064,"ERBB2"
"DB01254",3932,"LCK"
"DB01254",1436,"CSF1R"
"DB01254",7525,"YES1"
"DB01254",4067,"LYN"
"DB01254",5979,"RET"
"DB01254",1576,"CYP3A4"
"DB01254",5159,"PDGFRB"
"DB01254",3815,"KIT"
"DB01254",6714,"SRC"
"DB01254",673,"BRAF"
"DB01254",5156,"PDGFRA"
"DB01254",2321,"FLT1"
"DB01254",2041,"EPHA1"
"DB01254",2263,"FGFR2"
"DB01254",2065,"ERBB3"
"DB01254",92,"ACVR2A"
"DB01254",2042,"EPHA3"
"DB01254",2046,"EPHA8"
"DB01254",2048,"EPHB2"
"DB01254",7297,"TYK2"
"DB01254",7465,"WEE1"
"DB01254",3791,"KDR"
"DB01254",5605,"MAP2K2"
"DB01254",657,"BMPR1A"
"DB01254",91,"ACVR1B"
"DB01254",7046,"TGFBR1"
"DB01254",94,"ACVRL1"
"DB01254",7048,"TGFBR2"
"DB01254",1445,"CSK"
"DB01254",7006,"TEC"
"DB01254",7294,"TXK"
"DB01254",27,"ABL2"
"DB01254",2444,"FRK"
"DB01254",6850,"SYK"
"DB01254",1454,"CSNK1E"
"DB01254",640,"BLK"
"DB01254",660,"BMX"
"DB01254",4751,"NEK2"
"DB01254",3718,"JAK3"
"DB01254",3984,"LIMK1"
"DB01254",3985,"LIMK2"
"DB01254",2049,"EPHB3"
"DB01254",2044,"EPHA5"
"DB01254",2050,"EPHB4"
"DB01254",150094,"SIK1"
"DB01254",4661,"MYT1"
"DB01254",5604,"MAP2K1"
"DB01254",90,"ACVR1"
"DB01254",695,"BTK"
"DB01254",10188,"TNK2"
"DB01254",780,"DDR1"
"DB01254",1760,"DMPK"
"DB01254",5871,"MAP4K2"
"DB01254",6789,"STK4"
"DB01254",5607,"MAP2K5"
"DB01254",93,"ACVR2B"
"DB01254",5753,"PTK6"
"DB01254",2066,"ERBB4"
"DB01254",7016,"TESK1"
"DB01254",5600,"MAPK11"
"DB01254",1432,"MAPK14"
"DB01254",4921,"DDR2"
"DB01254",388228,"SBK1"
"DB01254",80122,"MAP3K19"
"DB01254",51086,"TNNI3K"
"DB01254",8476,"CDC42BPA"
"DB01254",55561,"CDC42BPG"
"DB01254",25989,"ULK3"
"DB01254",7444,"VRK2"
"DB01254",8491,"MAP4K3"
"DB01254",50488,"MINK1"
"DB01254",79858,"NEK11"
"DB01254",56997,"COQ8A"
"DB01254",140901,"STK35"
"DB01254",11184,"MAP4K1"
"DB01254",9088,"PKMYT1"
"DB01254",4215,"MAP3K3"
"DB01254",23235,"SIK2"
"DB01254",85366,"MYLK2"
"DB01254",9748,"SLK"
"DB01254",51347,"TAOK3"
"DB01254",27148,"STK36"
"DB01254",51776,"MAP3K20"
"DB01254",51765,"STK26"
"DB01254",440275,"EIF2AK4"
"DB01254",51701,"NLK"
"DB01254",23043,"TNIK"
"DB01254",9344,"TAOK2"
"DB01254",23387,"SIK3"
"DB01254",10746,"MAP3K2"
"DB01254",11183,"MAP4K5"
"DB01254",9578,"CDC42BPB"
"DB01254",4216,"MAP3K4"
"DB01254",5471,"PPAT"
"DB01254",2534,"FYN"
"DB01254",1969,"EPHA2"
"DB01254",6777,"STAT5B"
"DB01254",3312,"HSPA8"
"DB01254",613,"BCR"
"DB01254",2268,"FGR"
"DB01254",8013,"NR4A3"
"DB01254",558,"AXL"
"DB01254",3055,"HCK"
"DB01254",8289,"ARID1A"
"DB01254",3265,"HRAS"
"DB01254",2260,"FGFR1"
"DB01254",867,"CBL"
"DB01254",6725,"SRMS"
"DB01254",8444,"DYRK3"
"DB01254",5586,"PKN2"
"DB01254",5467,"PPARD"
"DB01254",4088,"SMAD3"
"DB01254",3417,"IDH1"
"DB01254",7157,"TP53"
"DB01254",324,"APC"
"DB01254",4233,"MET"
"DB01254",3845,"KRAS"
"DB01254",10733,"PLK4"
"DB01254",3418,"IDH2"
"DB01254",9429,"ABCG2"
"DB01254",10006,"ABI1"
"DB01254",4294,"MAP3K10"
"DB01254",5290,"PIK3CA"
"DB01254",51135,"IRAK4"
"DB01254",51053,"GMNN"
"DB01254",3717,"JAK2"
"DB01254",2242,"FES"
"DB01254",2261,"FGFR3"
"DB01254",57551,"TAOK1"
"DB01254",9212,"AURKB"
"DB01254",1399,"CRKL"
"DB01254",367,"AR"
"DB01254",2322,"FLT3"
"DB01254",1452,"CSNK1A1"
"DB01254",285220,"EPHA6"
"DB06589",658,"BMPR1B"
"DB06589",10733,"PLK4"
"DB06589",6790,"AURKA"
"DB06589",2580,"GAK"
"DB06589",2051,"EPHB6"
"DB06589",8767,"RIPK2"
"DB06589",23396,"PIP5K1C"
"DB06589",3717,"JAK2"
"DB06589",8576,"STK16"
"DB06589",6793,"STK10"
"DB06589",9448,"MAP4K4"
"DB06589",5894,"RAF1"
"DB06589",3932,"LCK"
"DB06589",2242,"FES"
"DB06589",1436,"CSF1R"
"DB06589",4067,"LYN"
"DB06589",5979,"RET"
"DB06589",4233,"MET"
"DB06589",6098,"ROS1"
"DB06589",5159,"PDGFRB"
"DB06589",2268,"FGR"
"DB06589",3815,"KIT"
"DB06589",6714,"SRC"
"DB06589",673,"BRAF"
"DB06589",5156,"PDGFRA"
"DB06589",2241,"FER"
"DB06589",2321,"FLT1"
"DB06589",5610,"EIF2AK2"
"DB06589",984,"CDK11B"
"DB06589",2263,"FGFR2"
"DB06589",2264,"FGFR4"
"DB06589",2261,"FGFR3"
"DB06589",4140,"MARK3"
"DB06589",4058,"LTK"
"DB06589",7272,"TTK"
"DB06589",7075,"TIE1"
"DB06589",2324,"FLT4"
"DB06589",3791,"KDR"
"DB06589",2322,"FLT3"
"DB06589",7048,"TGFBR2"
"DB06589",7294,"TXK"
"DB06589",27,"ABL2"
"DB06589",2444,"FRK"
"DB06589",6850,"SYK"
"DB06589",5599,"MAPK8"
"DB06589",6416,"MAP2K4"
"DB06589",3654,"IRAK1"
"DB06589",4751,"NEK2"
"DB06589",3718,"JAK3"
"DB06589",5608,"MAP2K6"
"DB06589",3984,"LIMK1"
"DB06589",3985,"LIMK2"
"DB06589",5602,"MAPK10"
"DB06589",150094,"SIK1"
"DB06589",4293,"MAP3K9"
"DB06589",5127,"CDK16"
"DB06589",7010,"TEK"
"DB06589",4294,"MAP3K10"
"DB06589",780,"DDR1"
"DB06589",5871,"MAP4K2"
"DB06589",10461,"MERTK"
"DB06589",5607,"MAP2K5"
"DB06589",4214,"MAP3K1"
"DB06589",8711,"TNK1"
"DB06589",8737,"RIPK1"
"DB06589",93,"ACVR2B"
"DB06589",5753,"PTK6"
"DB06589",8536,"CAMK1"
"DB06589",4296,"MAP3K11"
"DB06589",4921,"DDR2"
"DB06589",22848,"AAK1"
"DB06589",80122,"MAP3K19"
"DB06589",57551,"TAOK1"
"DB06589",8491,"MAP4K3"
"DB06589",79837,"PIP4K2C"
"DB06589",11184,"MAP4K1"
"DB06589",57172,"CAMK1G"
"DB06589",55781,"RIOK2"
"DB06589",23235,"SIK2"
"DB06589",85366,"MYLK2"
"DB06589",9748,"SLK"
"DB06589",51347,"TAOK3"
"DB06589",6725,"SRMS"
"DB06589",27148,"STK36"
"DB06589",55589,"BMP2K"
"DB06589",51701,"NLK"
"DB06589",5298,"PI4KB"
"DB06589",23043,"TNIK"
"DB06589",9344,"TAOK2"
"DB06589",238,"ALK"
"DB06589",728642,"CDK11A"
"DB06589",6795,"AURKC"
"DB06589",10746,"MAP3K2"
"DB06589",11183,"MAP4K5"
"DB06589",11213,"IRAK3"
"DB06589",2246,"FGF1"
"DB06589",3702,"ITK"
"DB06589",10019,"SH2B3"
"DB06589",25,"ABL1"
"DB06589",9212,"AURKB"
"DB06589",2475,"MTOR"
"DB06589",3066,"HDAC2"
"DB06589",3106,"HLA-B"
"DB06589",5467,"PPARD"
"DB06589",2260,"FGFR1"
"DB06589",54658,"UGT1A1"
"DB06589",2534,"FYN"
"DB06589",3845,"KRAS"
"DB06589",9429,"ABCG2"
"DB06589",1558,"CYP2C8"
"DB06589",3480,"IGF1R"
"DB06589",7157,"TP53"
"DB06589",5747,"PTK2"
"DB06589",5601,"MAPK9"
"DB06589",7525,"YES1"
"DB06589",10188,"TNK2"
"DB06589",367,"AR"
"DB06589",1022,"CDK7"
"DB06589",1576,"CYP3A4"
"DB06589",3055,"HCK"
"DB06589",7297,"TYK2"
"DB08877",658,"BMPR1B"
"DB08877",10733,"PLK4"
"DB08877",10494,"STK25"
"DB08877",8780,"RIOK3"
"DB08877",3551,"IKBKB"
"DB08877",8573,"CASK"
"DB08877",2580,"GAK"
"DB08877",9201,"DCLK1"
"DB08877",2051,"EPHB6"
"DB08877",1613,"DAPK3"
"DB08877",6885,"MAP3K7"
"DB08877",3717,"JAK2"
"DB08877",9475,"ROCK2"
"DB08877",8408,"ULK1"
"DB08877",2081,"ERN1"
"DB08877",9252,"RPS6KA5"
"DB08877",8986,"RPS6KA4"
"DB08877",8576,"STK16"
"DB08877",9262,"STK17B"
"DB08877",9943,"OXSR1"
"DB08877",10298,"PAK4"
"DB08877",25,"ABL1"
"DB08877",4914,"NTRK1"
"DB08877",5979,"RET"
"DB08877",3815,"KIT"
"DB08877",673,"BRAF"
"DB08877",5261,"PHKG2"
"DB08877",1459,"CSNK2A2"
"DB08877",3716,"JAK1"
"DB08877",2042,"EPHA3"
"DB08877",4058,"LTK"
"DB08877",2868,"GRK4"
"DB08877",7272,"TTK"
"DB08877",5605,"MAP2K2"
"DB08877",5599,"MAPK8"
"DB08877",6416,"MAP2K4"
"DB08877",5606,"MAP2K3"
"DB08877",1452,"CSNK1A1"
"DB08877",1196,"CLK2"
"DB08877",1022,"CDK7"
"DB08877",3654,"IRAK1"
"DB08877",4752,"NEK3"
"DB08877",3718,"JAK3"
"DB08877",5347,"PLK1"
"DB08877",1612,"DAPK1"
"DB08877",1457,"CSNK2A1"
"DB08877",5581,"PRKCE"
"DB08877",5604,"MAP2K1"
"DB08877",10188,"TNK2"
"DB08877",1760,"DMPK"
"DB08877",5871,"MAP4K2"
"DB08877",4214,"MAP3K1"
"DB08877",5593,"PRKG2"
"DB08877",6093,"ROCK1"
"DB08877",816,"CAMK2B"
"DB08877",817,"CAMK2D"
"DB08877",1859,"DYRK1A"
"DB08877",659,"BMPR2"
"DB08877",8536,"CAMK1"
"DB08877",9641,"IKBKE"
"DB08877",9833,"MELK"
"DB08877",6196,"RPS6KA2"
"DB08877",6195,"RPS6KA1"
"DB08877",4638,"MYLK"
"DB08877",6011,"GRK1"
"DB08877",4916,"NTRK3"
"DB08877",4915,"NTRK2"
"DB08877",22848,"AAK1"
"DB08877",388228,"SBK1"
"DB08877",80122,"MAP3K19"
"DB08877",120892,"LRRK2"
"DB08877",25989,"ULK3"
"DB08877",389840,"MAP3K15"
"DB08877",2011,"MARK2"
"DB08877",57551,"TAOK1"
"DB08877",7444,"VRK2"
"DB08877",204851,"HIPK1"
"DB08877",57118,"CAMK1D"
"DB08877",9706,"ULK2"
"DB08877",166614,"DCLK2"
"DB08877",140609,"NEK7"
"DB08877",131890,"GRK7"
"DB08877",8445,"DYRK2"
"DB08877",57172,"CAMK1G"
"DB08877",6732,"SRPK1"
"DB08877",4215,"MAP3K3"
"DB08877",83732,"RIOK1"
"DB08877",55781,"RIOK2"
"DB08877",85443,"DCLK3"
"DB08877",81788,"NUAK2"
"DB08877",51347,"TAOK3"
"DB08877",28996,"HIPK2"
"DB08877",10114,"HIPK3"
"DB08877",1263,"PLK3"
"DB08877",57396,"CLK4"
"DB08877",2872,"MKNK2"
"DB08877",56924,"PAK6"
"DB08877",55589,"BMP2K"
"DB08877",10769,"PLK2"
"DB08877",57144,"PAK5"
"DB08877",51765,"STK26"
"DB08877",5298,"PI4KB"
"DB08877",9263,"STK17A"
"DB08877",27347,"STK39"
"DB08877",29110,"TBK1"
"DB08877",23604,"DAPK2"
"DB08877",27330,"RPS6KA6"
"DB08877",9344,"TAOK2"
"DB08877",238,"ALK"
"DB08877",26576,"SRPK3"
"DB08877",6795,"AURKC"
"DB08877",815,"CAMK2A"
"DB08877",22983,"MAST1"
"DB08877",23387,"SIK3"
"DB08877",10746,"MAP3K2"
"DB08877",7297,"TYK2"
"DB08877",7428,"VHL"
"DB08877",4352,"MPL"
"DB08877",1576,"CYP3A4"
"DB08877",1441,"CSF3R"
"DB08877",64109,"CRLF2"
"DB08877",5329,"PLAUR"
"DB08877",54101,"RIPK4"
"DB08877",818,"CAMK2G"
"DB08877",5260,"PHKG1"
"DB09054",5293,"PIK3CD"
"DB09054",5290,"PIK3CA"
"DB09054",5728,"PTEN"
"DB09054",5294,"PIK3CG"
"DB09054",673,"BRAF"
"DB09054",5291,"PIK3CB"
"DB00530",10733,"PLK4"
"DB00530",11113,"CIT"
"DB00530",6790,"AURKA"
"DB00530",2580,"GAK"
"DB00530",8767,"RIPK2"
"DB00530",8986,"RPS6KA4"
"DB00530",9262,"STK17B"
"DB00530",6793,"STK10"
"DB00530",11309,"SLCO2B1"
"DB00530",25,"ABL1"
"DB00530",1956,"EGFR"
"DB00530",2064,"ERBB2"
"DB00530",3932,"LCK"
"DB00530",4067,"LYN"
"DB00530",5979,"RET"
"DB00530",4233,"MET"
"DB00530",1576,"CYP3A4"
"DB00530",5159,"PDGFRB"
"DB00530",2268,"FGR"
"DB00530",6714,"SRC"
"DB00530",5156,"PDGFRA"
"DB00530",2321,"FLT1"
"DB00530",5610,"EIF2AK2"
"DB00530",2263,"FGFR2"
"DB00530",2065,"ERBB3"
"DB00530",2042,"EPHA3"
"DB00530",4058,"LTK"
"DB00530",7297,"TYK2"
"DB00530",558,"AXL"
"DB00530",5596,"MAPK4"
"DB00530",2868,"GRK4"
"DB00530",7272,"TTK"
"DB00530",7075,"TIE1"
"DB00530",2324,"FLT4"
"DB00530",3791,"KDR"
"DB00530",1445,"CSK"
"DB00530",7294,"TXK"
"DB00530",27,"ABL2"
"DB00530",2444,"FRK"
"DB00530",5601,"MAPK9"
"DB00530",1453,"CSNK1D"
"DB00530",1454,"CSNK1E"
"DB00530",640,"BLK"
"DB00530",3718,"JAK3"
"DB00530",5602,"MAPK10"
"DB00530",2050,"EPHB4"
"DB00530",7301,"TYRO3"
"DB00530",780,"DDR1"
"DB00530",1760,"DMPK"
"DB00530",10461,"MERTK"
"DB00530",5607,"MAP2K5"
"DB00530",8711,"TNK1"
"DB00530",817,"CAMK2D"
"DB00530",2066,"ERBB4"
"DB00530",22848,"AAK1"
"DB00530",388228,"SBK1"
"DB00530",80122,"MAP3K19"
"DB00530",51086,"TNNI3K"
"DB00530",120892,"LRRK2"
"DB00530",55561,"CDC42BPG"
"DB00530",25989,"ULK3"
"DB00530",50488,"MINK1"
"DB00530",147746,"HIPK4"
"DB00530",56997,"COQ8A"
"DB00530",79837,"PIP4K2C"
"DB00530",8445,"DYRK2"
"DB00530",1244,"ABCC2"
"DB00530",79934,"COQ8B"
"DB00530",9212,"AURKB"
"DB00530",4215,"MAP3K3"
"DB00530",8569,"MKNK1"
"DB00530",23235,"SIK2"
"DB00530",85366,"MYLK2"
"DB00530",9748,"SLK"
"DB00530",2872,"MKNK2"
"DB00530",27148,"STK36"
"DB00530",55589,"BMP2K"
"DB00530",440275,"EIF2AK4"
"DB00530",9263,"STK17A"
"DB00530",285220,"EPHA6"
"DB00530",29110,"TBK1"
"DB00530",23043,"TNIK"
"DB00530",238,"ALK"
"DB00530",26576,"SRPK3"
"DB00530",6795,"AURKC"
"DB00530",10746,"MAP3K2"
"DB00530",8856,"NR1I2"
"DB00530",4921,"DDR2"
"DB00530",57396,"CLK4"
"DB00530",9429,"ABCG2"
"DB00530",5586,"PKN2"
"DB00530",5243,"ABCB1"
"DB00530",5594,"MAPK1"
"DB00530",2264,"FGFR4"
"DB00530",999,"CDH1"
"DB00530",54658,"UGT1A1"
"DB00530",7157,"TP53"
"DB00530",1544,"CYP1A2"
"DB00530",3717,"JAK2"
"DB00530",25865,"PRKD2"
"DB00530",673,"BRAF"
"DB00530",367,"AR"
"DB00530",4214,"MAP3K1"
"DB00530",7525,"YES1"
"DB00530",3845,"KRAS"
"DB00530",5728,"PTEN"
"DB00530",332,"BIRC5"
"DB00530",867,"CBL"
"DB00530",5290,"PIK3CA"
"DB00530",3084,"NRG1"
"DB00530",54206,"ERRFI1"
"DB00530",6850,"SYK"
"DB00530",1565,"CYP2D6"
"DB00530",324,"APC"
"DB00530",29128,"UHRF1"
"DB00530",375,"ARF1"
"DB00530",1577,"CYP3A5"
"DB00530",23636,"NUP62"
"DB00530",1856,"DVL2"
"DB00530",2051,"EPHB6"
"DB00530",1613,"DAPK3"
"DB00530",3815,"KIT"
"DB00530",2322,"FLT3"
"DB00530",2044,"EPHA5"
"DB00530",2047,"EPHB1"
"DB00530",54101,"RIPK4"
"DB00619",10733,"PLK4"
"DB00619",2580,"GAK"
"DB00619",6582,"SLC22A2"
"DB00619",771,"CA12"
"DB00619",759,"CA1"
"DB00619",760,"CA2"
"DB00619",5894,"RAF1"
"DB00619",3932,"LCK"
"DB00619",1436,"CSF1R"
"DB00619",761,"CA3"
"DB00619",4067,"LYN"
"DB00619",5243,"ABCB1"
"DB00619",5159,"PDGFRB"
"DB00619",2268,"FGR"
"DB00619",3815,"KIT"
"DB00619",4835,"NQO2"
"DB00619",5156,"PDGFRA"
"DB00619",762,"CA4"
"DB00619",765,"CA6"
"DB00619",2046,"EPHA8"
"DB00619",7297,"TYK2"
"DB00619",27,"ABL2"
"DB00619",2444,"FRK"
"DB00619",5599,"MAPK8"
"DB00619",5601,"MAPK9"
"DB00619",1195,"CLK1"
"DB00619",640,"BLK"
"DB00619",3654,"IRAK1"
"DB00619",5602,"MAPK10"
"DB00619",780,"DDR1"
"DB00619",9833,"MELK"
"DB00619",768,"CA9"
"DB00619",4921,"DDR2"
"DB00619",51086,"TNNI3K"
"DB00619",147746,"HIPK4"
"DB00619",79837,"PIP4K2C"
"DB00619",23097,"CDK19"
"DB00619",57396,"CLK4"
"DB00619",51776,"MAP3K20"
"DB00619",9263,"STK17A"
"DB00619",23632,"CA14"
"DB00619",9429,"ABCG2"
"DB00619",25,"ABL1"
"DB00619",4914,"NTRK1"
"DB00619",613,"BCR"
"DB00619",5979,"RET"
"DB00619",4233,"MET"
"DB00619",1728,"NQO1"
"DB00619",2952,"GSTT1"
"DB00619",6580,"SLC22A1"
"DB00619",2139,"EYA2"
"DB00619",92241,"RCSD1"
"DB00619",2322,"FLT3"
"DB00619",1956,"EGFR"
"DB00619",2810,"SFN"
"DB00619",331,"XIAP"
"DB00619",10018,"BCL2L11"
"DB00619",81608,"FIP1L1"
"DB00619",1576,"CYP3A4"
"DB00619",4088,"SMAD3"
"DB00619",25989,"ULK3"
"DB00619",6583,"SLC22A4"
"DB00619",7525,"YES1"
"DB00619",5155,"PDGFB"
"DB00619",238,"ALK"
"DB00619",4609,"MYC"
"DB00619",1499,"CTNNB1"
"DB00619",959,"CD40LG"
"DB00619",6579,"SLCO1A2"
"DB00619",8534,"CHST1"
"DB00619",10320,"IKZF1"
"DB00619",6517,"SLC2A4"
"DB00619",2120,"ETV6"
"DB00619",6584,"SLC22A5"
"DB00619",673,"BRAF"
"DB00619",1029,"CDKN2A"
"DB00619",5244,"ABCB4"
"DB00619",861,"RUNX1"
"DB00619",1544,"CYP1A2"
"DB00619",1244,"ABCC2"
"DB00619",10257,"ABCC4"
"DB00619",3717,"JAK2"
"DB00619",57551,"TAOK1"
"DB00619",332,"BIRC5"
"DB00619",4089,"SMAD4"
"DB00619",6573,"SLC19A1"
"DB00619",1577,"CYP3A5"
"DB00619",21,"ABCA3"
"DB00619",154661,"RUNDC3B"
"DB00619",10006,"ABI1"
"DB00619",2534,"FYN"
"DB00619",6850,"SYK"
"DB00619",3735,"KARS1"
"DB00619",4170,"MCL1"
"DB00398",10733,"PLK4"
"DB00398",11113,"CIT"
"DB00398",4593,"MUSK"
"DB00398",5603,"MAPK13"
"DB00398",6885,"MAP3K7"
"DB00398",8767,"RIPK2"
"DB00398",6793,"STK10"
"DB00398",5218,"CDK14"
"DB00398",9448,"MAP4K4"
"DB00398",25,"ABL1"
"DB00398",5894,"RAF1"
"DB00398",4914,"NTRK1"
"DB00398",3932,"LCK"
"DB00398",1436,"CSF1R"
"DB00398",4067,"LYN"
"DB00398",5979,"RET"
"DB00398",3055,"HCK"
"DB00398",3350,"HTR1A"
"DB00398",5159,"PDGFRB"
"DB00398",2268,"FGR"
"DB00398",3815,"KIT"
"DB00398",2260,"FGFR1"
"DB00398",1588,"CYP19A1"
"DB00398",673,"BRAF"
"DB00398",5156,"PDGFRA"
"DB00398",2321,"FLT1"
"DB00398",2041,"EPHA1"
"DB00398",2261,"FGFR3"
"DB00398",1017,"CDK2"
"DB00398",3356,"HTR2A"
"DB00398",3358,"HTR2C"
"DB00398",2042,"EPHA3"
"DB00398",558,"AXL"
"DB00398",7272,"TTK"
"DB00398",2053,"EPHX2"
"DB00398",3363,"HTR7"
"DB00398",7075,"TIE1"
"DB00398",2324,"FLT4"
"DB00398",3791,"KDR"
"DB00398",2322,"FLT3"
"DB00398",7048,"TGFBR2"
"DB00398",1445,"CSK"
"DB00398",3357,"HTR2B"
